"Notes"	"Year"	"Year Code"	"State"	"State Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"2007"	"2007"	"Texas"	"48"	"35-44 years"	"35-44"	6332	3409906	185.7
	"2007"	"2007"	"Texas"	"48"	"45-54 years"	"45-54"	14152	3264871	433.5
	"2007"	"2007"	"Texas"	"48"	"55-64 years"	"55-64"	20993	2300130	912.7
	"2007"	"2007"	"Texas"	"48"	"65-74 years"	"65-74"	26787	1314458	2037.9
	"2007"	"2007"	"Texas"	"48"	"75-84 years"	"75-84"	41427	797233	5196.3
	"2007"	"2007"	"Texas"	"48"	"85+ years"	"85+"	40718	276406	14731.2
	"2007"	"2007"	"Texas"	"48"	"Not Stated"	"NS"	14	Not Applicable	Not Applicable
	"2007"	"2007"	"Utah"	"49"	"< 1 year"	"1"	280	52572	532.6
	"2007"	"2007"	"Utah"	"49"	"1-4 years"	"1-4"	62	198689	31.2
	"2007"	"2007"	"Utah"	"49"	"5-9 years"	"5-9"	44	228079	19.3
	"2007"	"2007"	"Utah"	"49"	"10-14 years"	"10-14"	21	209206	10.0
	"2007"	"2007"	"Utah"	"49"	"15-19 years"	"15-19"	124	215162	57.6
	"2007"	"2007"	"Utah"	"49"	"20-24 years"	"20-24"	217	231805	93.6
	"2007"	"2007"	"Utah"	"49"	"25-34 years"	"25-34"	433	414291	104.5
	"2007"	"2007"	"Utah"	"49"	"35-44 years"	"35-44"	548	312280	175.5
	"2007"	"2007"	"Utah"	"49"	"45-54 years"	"45-54"	1083	297546	364.0
	"2007"	"2007"	"Utah"	"49"	"55-64 years"	"55-64"	1523	211226	721.0
	"2007"	"2007"	"Utah"	"49"	"65-74 years"	"65-74"	2081	122260	1702.1
	"2007"	"2007"	"Utah"	"49"	"75-84 years"	"75-84"	3606	76859	4691.7
	"2007"	"2007"	"Utah"	"49"	"85+ years"	"85+"	4120	27771	14835.6
	"2007"	"2007"	"Utah"	"49"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2007"	"2007"	"Vermont"	"50"	"< 1 year"	"1"	33	6480	509.3
	"2007"	"2007"	"Vermont"	"50"	"1-4 years"	"1-4"	Suppressed	26095	Suppressed
	"2007"	"2007"	"Vermont"	"50"	"5-9 years"	"5-9"	0	34804	0.0 (Unreliable)
	"2007"	"2007"	"Vermont"	"50"	"10-14 years"	"10-14"	Suppressed	40082	Suppressed
	"2007"	"2007"	"Vermont"	"50"	"15-19 years"	"15-19"	16	48510	33.0 (Unreliable)
	"2007"	"2007"	"Vermont"	"50"	"20-24 years"	"20-24"	33	44083	74.9
	"2007"	"2007"	"Vermont"	"50"	"25-34 years"	"25-34"	63	66782	94.3
	"2007"	"2007"	"Vermont"	"50"	"35-44 years"	"35-44"	131	86527	151.4
	"2007"	"2007"	"Vermont"	"50"	"45-54 years"	"45-54"	352	103671	339.5
	"2007"	"2007"	"Vermont"	"50"	"55-64 years"	"55-64"	548	81761	670.2
	"2007"	"2007"	"Vermont"	"50"	"65-74 years"	"65-74"	837	43884	1907.3
	"2007"	"2007"	"Vermont"	"50"	"75-84 years"	"75-84"	1441	29061	4958.5
	"2007"	"2007"	"Vermont"	"50"	"85+ years"	"85+"	1713	11741	14589.9
	"2007"	"2007"	"Vermont"	"50"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2007"	"2007"	"Virginia"	"51"	"< 1 year"	"1"	848	104465	811.8
	"2007"	"2007"	"Virginia"	"51"	"1-4 years"	"1-4"	104	401874	25.9
	"2007"	"2007"	"Virginia"	"51"	"5-9 years"	"5-9"	64	488608	13.1
	"2007"	"2007"	"Virginia"	"51"	"10-14 years"	"10-14"	91	511703	17.8
	"2007"	"2007"	"Virginia"	"51"	"15-19 years"	"15-19"	283	550422	51.4
	"2007"	"2007"	"Virginia"	"51"	"20-24 years"	"20-24"	504	564400	89.3
	"2007"	"2007"	"Virginia"	"51"	"25-34 years"	"25-34"	1026	1032580	99.4
	"2007"	"2007"	"Virginia"	"51"	"35-44 years"	"35-44"	1939	1154325	168.0
	"2007"	"2007"	"Virginia"	"51"	"45-54 years"	"45-54"	4505	1168246	385.6
	"2007"	"2007"	"Virginia"	"51"	"55-64 years"	"55-64"	7248	873986	829.3
	"2007"	"2007"	"Virginia"	"51"	"65-74 years"	"65-74"	9709	490212	1980.6
	"2007"	"2007"	"Virginia"	"51"	"75-84 years"	"75-84"	15876	300398	5285.0
	"2007"	"2007"	"Virginia"	"51"	"85+ years"	"85+"	16026	109781	14598.2
	"2007"	"2007"	"Virginia"	"51"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2007"	"2007"	"Washington"	"53"	"< 1 year"	"1"	429	88715	483.6
	"2007"	"2007"	"Washington"	"53"	"1-4 years"	"1-4"	71	330704	21.5
	"2007"	"2007"	"Washington"	"53"	"5-9 years"	"5-9"	45	414417	10.9
	"2007"	"2007"	"Washington"	"53"	"10-14 years"	"10-14"	55	434301	12.7
	"2007"	"2007"	"Washington"	"53"	"15-19 years"	"15-19"	223	461453	48.3
	"2007"	"2007"	"Washington"	"53"	"20-24 years"	"20-24"	333	449083	74.2
	"2007"	"2007"	"Washington"	"53"	"25-34 years"	"25-34"	772	872237	88.5
	"2007"	"2007"	"Washington"	"53"	"35-44 years"	"35-44"	1375	931094	147.7
	"2007"	"2007"	"Washington"	"53"	"45-54 years"	"45-54"	3420	979052	349.3
	"2007"	"2007"	"Washington"	"53"	"55-64 years"	"55-64"	5604	747598	749.6
	"2007"	"2007"	"Washington"	"53"	"65-74 years"	"65-74"	7466	394125	1894.3
	"2007"	"2007"	"Washington"	"53"	"75-84 years"	"75-84"	12395	251904	4920.5
	"2007"	"2007"	"Washington"	"53"	"85+ years"	"85+"	15134	106904	14156.6
	"2007"	"2007"	"Washington"	"53"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2007"	"2007"	"West Virginia"	"54"	"< 1 year"	"1"	164	22071	743.1
	"2007"	"2007"	"West Virginia"	"54"	"1-4 years"	"1-4"	31	82160	37.7
	"2007"	"2007"	"West Virginia"	"54"	"5-9 years"	"5-9"	22	104377	21.1
	"2007"	"2007"	"West Virginia"	"54"	"10-14 years"	"10-14"	18	109958	16.4 (Unreliable)
	"2007"	"2007"	"West Virginia"	"54"	"15-19 years"	"15-19"	82	121325	67.6
	"2007"	"2007"	"West Virginia"	"54"	"20-24 years"	"20-24"	156	117395	132.9
	"2007"	"2007"	"West Virginia"	"54"	"25-34 years"	"25-34"	420	220852	190.2
	"2007"	"2007"	"West Virginia"	"54"	"35-44 years"	"35-44"	693	244664	283.2
	"2007"	"2007"	"West Virginia"	"54"	"45-54 years"	"45-54"	1631	280693	581.1
	"2007"	"2007"	"West Virginia"	"54"	"55-64 years"	"55-64"	2673	243082	1099.6
	"2007"	"2007"	"West Virginia"	"54"	"65-74 years"	"65-74"	3787	153498	2467.1
	"2007"	"2007"	"West Virginia"	"54"	"75-84 years"	"75-84"	6002	100078	5997.3
	"2007"	"2007"	"West Virginia"	"54"	"85+ years"	"85+"	5407	33899	15950.3
	"2007"	"2007"	"West Virginia"	"54"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2007"	"2007"	"Wisconsin"	"55"	"< 1 year"	"1"	470	72884	644.9
	"2007"	"2007"	"Wisconsin"	"55"	"1-4 years"	"1-4"	74	282459	26.2
	"2007"	"2007"	"Wisconsin"	"55"	"5-9 years"	"5-9"	53	361374	14.7
	"2007"	"2007"	"Wisconsin"	"55"	"10-14 years"	"10-14"	60	383257	15.7
	"2007"	"2007"	"Wisconsin"	"55"	"15-19 years"	"15-19"	256	412836	62.0
	"2007"	"2007"	"Wisconsin"	"55"	"20-24 years"	"20-24"	366	394654	92.7
	"2007"	"2007"	"Wisconsin"	"55"	"25-34 years"	"25-34"	640	688329	93.0
	"2007"	"2007"	"Wisconsin"	"55"	"35-44 years"	"35-44"	1240	783369	158.3
	"2007"	"2007"	"Wisconsin"	"55"	"45-54 years"	"45-54"	2952	862902	342.1
	"2007"	"2007"	"Wisconsin"	"55"	"55-64 years"	"55-64"	4776	627843	760.7
	"2007"	"2007"	"Wisconsin"	"55"	"65-74 years"	"65-74"	6838	367394	1861.2
	"2007"	"2007"	"Wisconsin"	"55"	"75-84 years"	"75-84"	12511	262366	4768.5
	"2007"	"2007"	"Wisconsin"	"55"	"85+ years"	"85+"	16005	111108	14404.9
	"2007"	"2007"	"Wisconsin"	"55"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2007"	"2007"	"Wyoming"	"56"	"< 1 year"	"1"	58	7956	729.0
	"2007"	"2007"	"Wyoming"	"56"	"1-4 years"	"1-4"	Suppressed	28906	Suppressed
	"2007"	"2007"	"Wyoming"	"56"	"5-9 years"	"5-9"	Suppressed	34079	Suppressed
	"2007"	"2007"	"Wyoming"	"56"	"10-14 years"	"10-14"	Suppressed	34776	Suppressed
	"2007"	"2007"	"Wyoming"	"56"	"15-19 years"	"15-19"	32	38640	82.8
	"2007"	"2007"	"Wyoming"	"56"	"20-24 years"	"20-24"	58	40998	141.5
	"2007"	"2007"	"Wyoming"	"56"	"25-34 years"	"25-34"	107	68450	156.3
	"2007"	"2007"	"Wyoming"	"56"	"35-44 years"	"35-44"	177	66551	266.0
	"2007"	"2007"	"Wyoming"	"56"	"45-54 years"	"45-54"	341	85096	400.7
	"2007"	"2007"	"Wyoming"	"56"	"55-64 years"	"55-64"	501	64660	774.8
	"2007"	"2007"	"Wyoming"	"56"	"65-74 years"	"65-74"	709	35367	2004.7
	"2007"	"2007"	"Wyoming"	"56"	"75-84 years"	"75-84"	1114	21512	5178.5
	"2007"	"2007"	"Wyoming"	"56"	"85+ years"	"85+"	1149	7885	14572.0
	"2007"	"2007"	"Wyoming"	"56"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2008"	"2008"	"Alabama"	"01"	"< 1 year"	"1"	612	63816	959.0
	"2008"	"2008"	"Alabama"	"01"	"1-4 years"	"1-4"	93	241026	38.6
	"2008"	"2008"	"Alabama"	"01"	"5-9 years"	"5-9"	53	306682	17.3
	"2008"	"2008"	"Alabama"	"01"	"10-14 years"	"10-14"	72	319503	22.5
	"2008"	"2008"	"Alabama"	"01"	"15-19 years"	"15-19"	262	345580	75.8
	"2008"	"2008"	"Alabama"	"01"	"20-24 years"	"20-24"	445	328751	135.4
	"2008"	"2008"	"Alabama"	"01"	"25-34 years"	"25-34"	982	598776	164.0
	"2008"	"2008"	"Alabama"	"01"	"35-44 years"	"35-44"	1680	632634	265.6
	"2008"	"2008"	"Alabama"	"01"	"45-54 years"	"45-54"	4158	688154	604.2
	"2008"	"2008"	"Alabama"	"01"	"55-64 years"	"55-64"	6508	556340	1169.8
	"2008"	"2008"	"Alabama"	"01"	"65-74 years"	"65-74"	8595	354234	2426.4
	"2008"	"2008"	"Alabama"	"01"	"75-84 years"	"75-84"	12302	210116	5854.9
	"2008"	"2008"	"Alabama"	"01"	"85+ years"	"85+"	11944	72594	16453.2
	"2008"	"2008"	"Alabama"	"01"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Alaska"	"02"	"< 1 year"	"1"	67	10815	619.5
	"2008"	"2008"	"Alaska"	"02"	"1-4 years"	"1-4"	20	40304	49.6
	"2008"	"2008"	"Alaska"	"02"	"5-9 years"	"5-9"	Suppressed	48232	Suppressed
	"2008"	"2008"	"Alaska"	"02"	"10-14 years"	"10-14"	14	50783	27.6 (Unreliable)
	"2008"	"2008"	"Alaska"	"02"	"15-19 years"	"15-19"	45	53905	83.5
	"2008"	"2008"	"Alaska"	"02"	"20-24 years"	"20-24"	64	54291	117.9
	"2008"	"2008"	"Alaska"	"02"	"25-34 years"	"25-34"	126	95378	132.1
	"2008"	"2008"	"Alaska"	"02"	"35-44 years"	"35-44"	221	94295	234.4
	"2008"	"2008"	"Alaska"	"02"	"45-54 years"	"45-54"	443	111163	398.5
	"2008"	"2008"	"Alaska"	"02"	"55-64 years"	"55-64"	578	77967	741.3
	"2008"	"2008"	"Alaska"	"02"	"65-74 years"	"65-74"	635	31798	1997.0
	"2008"	"2008"	"Alaska"	"02"	"75-84 years"	"75-84"	729	14239	5119.7
	"2008"	"2008"	"Alaska"	"02"	"85+ years"	"85+"	544	4285	12695.4
	"2008"	"2008"	"Alaska"	"02"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2008"	"2008"	"Arizona"	"04"	"< 1 year"	"1"	635	95576	664.4
	"2008"	"2008"	"Arizona"	"04"	"1-4 years"	"1-4"	131	378235	34.6
	"2008"	"2008"	"Arizona"	"04"	"5-9 years"	"5-9"	67	440171	15.2
	"2008"	"2008"	"Arizona"	"04"	"10-14 years"	"10-14"	69	442701	15.6
	"2008"	"2008"	"Arizona"	"04"	"15-19 years"	"15-19"	305	458137	66.6
	"2008"	"2008"	"Arizona"	"04"	"20-24 years"	"20-24"	456	435282	104.8
	"2008"	"2008"	"Arizona"	"04"	"25-34 years"	"25-34"	937	858658	109.1
	"2008"	"2008"	"Arizona"	"04"	"35-44 years"	"35-44"	1521	831711	182.9
	"2008"	"2008"	"Arizona"	"04"	"45-54 years"	"45-54"	3484	825478	422.1
	"2008"	"2008"	"Arizona"	"04"	"55-64 years"	"55-64"	5637	682249	826.2
	"2008"	"2008"	"Arizona"	"04"	"65-74 years"	"65-74"	7794	461986	1687.1
	"2008"	"2008"	"Arizona"	"04"	"75-84 years"	"75-84"	12067	275347	4382.5
	"2008"	"2008"	"Arizona"	"04"	"85+ years"	"85+"	12710	94831	13402.8
	"2008"	"2008"	"Arizona"	"04"	"Not Stated"	"NS"	10	Not Applicable	Not Applicable
	"2008"	"2008"	"Arkansas"	"05"	"< 1 year"	"1"	300	40784	735.6
	"2008"	"2008"	"Arkansas"	"05"	"1-4 years"	"1-4"	67	156369	42.8
	"2008"	"2008"	"Arkansas"	"05"	"5-9 years"	"5-9"	37	192784	19.2
	"2008"	"2008"	"Arkansas"	"05"	"10-14 years"	"10-14"	32	194526	16.5
	"2008"	"2008"	"Arkansas"	"05"	"15-19 years"	"15-19"	197	204132	96.5
	"2008"	"2008"	"Arkansas"	"05"	"20-24 years"	"20-24"	240	195965	122.5
	"2008"	"2008"	"Arkansas"	"05"	"25-34 years"	"25-34"	610	370940	164.4
	"2008"	"2008"	"Arkansas"	"05"	"35-44 years"	"35-44"	1019	374414	272.2
	"2008"	"2008"	"Arkansas"	"05"	"45-54 years"	"45-54"	2401	401762	597.6
	"2008"	"2008"	"Arkansas"	"05"	"55-64 years"	"55-64"	3818	335312	1138.6
	"2008"	"2008"	"Arkansas"	"05"	"65-74 years"	"65-74"	5318	224652	2367.2
	"2008"	"2008"	"Arkansas"	"05"	"75-84 years"	"75-84"	7497	132862	5642.7
	"2008"	"2008"	"Arkansas"	"05"	"85+ years"	"85+"	7786	50052	15555.8
	"2008"	"2008"	"Arkansas"	"05"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2008"	"2008"	"California"	"06"	"< 1 year"	"1"	2814	529416	531.5
	"2008"	"2008"	"California"	"06"	"1-4 years"	"1-4"	462	2031645	22.7
	"2008"	"2008"	"California"	"06"	"5-9 years"	"5-9"	265	2423440	10.9
	"2008"	"2008"	"California"	"06"	"10-14 years"	"10-14"	350	2640937	13.3
	"2008"	"2008"	"California"	"06"	"15-19 years"	"15-19"	1297	2823230	45.9
	"2008"	"2008"	"California"	"06"	"20-24 years"	"20-24"	2096	2685532	78.0
	"2008"	"2008"	"California"	"06"	"25-34 years"	"25-34"	4138	5227071	79.2
	"2008"	"2008"	"California"	"06"	"35-44 years"	"35-44"	7426	5278905	140.7
	"2008"	"2008"	"California"	"06"	"45-54 years"	"45-54"	18211	5158516	353.0
	"2008"	"2008"	"California"	"06"	"55-64 years"	"55-64"	28450	3748885	758.9
	"2008"	"2008"	"California"	"06"	"65-74 years"	"65-74"	36110	2132744	1693.1
	"2008"	"2008"	"California"	"06"	"75-84 years"	"75-84"	60509	1363109	4439.0
	"2008"	"2008"	"California"	"06"	"85+ years"	"85+"	72603	560907	12943.9
	"2008"	"2008"	"California"	"06"	"Not Stated"	"NS"	35	Not Applicable	Not Applicable
	"2008"	"2008"	"Colorado"	"08"	"< 1 year"	"1"	437	67363	648.7
	"2008"	"2008"	"Colorado"	"08"	"1-4 years"	"1-4"	71	275494	25.8
	"2008"	"2008"	"Colorado"	"08"	"5-9 years"	"5-9"	43	333114	12.9
	"2008"	"2008"	"Colorado"	"08"	"10-14 years"	"10-14"	56	324735	17.2
	"2008"	"2008"	"Colorado"	"08"	"15-19 years"	"15-19"	197	340380	57.9
	"2008"	"2008"	"Colorado"	"08"	"20-24 years"	"20-24"	309	343707	89.9
	"2008"	"2008"	"Colorado"	"08"	"25-34 years"	"25-34"	642	700644	91.6
	"2008"	"2008"	"Colorado"	"08"	"35-44 years"	"35-44"	1120	703610	159.2
	"2008"	"2008"	"Colorado"	"08"	"45-54 years"	"45-54"	2643	736903	358.7
	"2008"	"2008"	"Colorado"	"08"	"55-64 years"	"55-64"	3838	549645	698.3
	"2008"	"2008"	"Colorado"	"08"	"65-74 years"	"65-74"	4831	283469	1704.2
	"2008"	"2008"	"Colorado"	"08"	"75-84 years"	"75-84"	7791	165768	4699.9
	"2008"	"2008"	"Colorado"	"08"	"85+ years"	"85+"	9294	64898	14320.9
	"2008"	"2008"	"Colorado"	"08"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Connecticut"	"09"	"< 1 year"	"1"	242	39499	612.7
	"2008"	"2008"	"Connecticut"	"09"	"1-4 years"	"1-4"	32	166037	19.3
	"2008"	"2008"	"Connecticut"	"09"	"5-9 years"	"5-9"	17	223384	7.6 (Unreliable)
	"2008"	"2008"	"Connecticut"	"09"	"10-14 years"	"10-14"	25	243282	10.3
	"2008"	"2008"	"Connecticut"	"09"	"15-19 years"	"15-19"	97	254565	38.1
	"2008"	"2008"	"Connecticut"	"09"	"20-24 years"	"20-24"	195	220127	88.6
	"2008"	"2008"	"Connecticut"	"09"	"25-34 years"	"25-34"	331	409191	80.9
	"2008"	"2008"	"Connecticut"	"09"	"35-44 years"	"35-44"	692	514364	134.5
	"2008"	"2008"	"Connecticut"	"09"	"45-54 years"	"45-54"	1835	566046	324.2
	"2008"	"2008"	"Connecticut"	"09"	"55-64 years"	"55-64"	2840	416490	681.9
	"2008"	"2008"	"Connecticut"	"09"	"65-74 years"	"65-74"	3834	240580	1593.6
	"2008"	"2008"	"Connecticut"	"09"	"75-84 years"	"75-84"	7704	170701	4513.2
	"2008"	"2008"	"Connecticut"	"09"	"85+ years"	"85+"	10949	81313	13465.3
	"2008"	"2008"	"Connecticut"	"09"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Delaware"	"10"	"< 1 year"	"1"	101	11520	876.7
	"2008"	"2008"	"Delaware"	"10"	"1-4 years"	"1-4"	Suppressed	44867	Suppressed
	"2008"	"2008"	"Delaware"	"10"	"5-9 years"	"5-9"	Suppressed	55129	Suppressed
	"2008"	"2008"	"Delaware"	"10"	"10-14 years"	"10-14"	Suppressed	57026	Suppressed
	"2008"	"2008"	"Delaware"	"10"	"15-19 years"	"15-19"	32	65226	49.1
	"2008"	"2008"	"Delaware"	"10"	"20-24 years"	"20-24"	61	60935	100.1
	"2008"	"2008"	"Delaware"	"10"	"25-34 years"	"25-34"	153	109380	139.9
	"2008"	"2008"	"Delaware"	"10"	"35-44 years"	"35-44"	248	120977	205.0
	"2008"	"2008"	"Delaware"	"10"	"45-54 years"	"45-54"	646	130321	495.7
	"2008"	"2008"	"Delaware"	"10"	"55-64 years"	"55-64"	909	104777	867.6
	"2008"	"2008"	"Delaware"	"10"	"65-74 years"	"65-74"	1279	68174	1876.1
	"2008"	"2008"	"Delaware"	"10"	"75-84 years"	"75-84"	2047	40946	4999.3
	"2008"	"2008"	"Delaware"	"10"	"85+ years"	"85+"	2121	14596	14531.4
	"2008"	"2008"	"Delaware"	"10"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"District of Columbia"	"11"	"< 1 year"	"1"	99	7888	1255.1
	"2008"	"2008"	"District of Columbia"	"11"	"1-4 years"	"1-4"	20	24836	80.5
	"2008"	"2008"	"District of Columbia"	"11"	"5-9 years"	"5-9"	Suppressed	24698	Suppressed
	"2008"	"2008"	"District of Columbia"	"11"	"10-14 years"	"10-14"	Suppressed	26935	Suppressed
	"2008"	"2008"	"District of Columbia"	"11"	"15-19 years"	"15-19"	45	40510	111.1
	"2008"	"2008"	"District of Columbia"	"11"	"20-24 years"	"20-24"	54	59153	91.3
	"2008"	"2008"	"District of Columbia"	"11"	"25-34 years"	"25-34"	136	112093	121.3
	"2008"	"2008"	"District of Columbia"	"11"	"35-44 years"	"35-44"	253	80806	313.1
	"2008"	"2008"	"District of Columbia"	"11"	"45-54 years"	"45-54"	554	74908	739.6
	"2008"	"2008"	"District of Columbia"	"11"	"55-64 years"	"55-64"	802	61624	1301.4
	"2008"	"2008"	"District of Columbia"	"11"	"65-74 years"	"65-74"	787	35144	2239.4
	"2008"	"2008"	"District of Columbia"	"11"	"75-84 years"	"75-84"	1118	21886	5108.3
	"2008"	"2008"	"District of Columbia"	"11"	"85+ years"	"85+"	1254	9755	12854.9
	"2008"	"2008"	"District of Columbia"	"11"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2008"	"2008"	"Florida"	"12"	"< 1 year"	"1"	1669	222151	751.3
	"2008"	"2008"	"Florida"	"12"	"1-4 years"	"1-4"	304	863428	35.2
	"2008"	"2008"	"Florida"	"12"	"5-9 years"	"5-9"	125	1065778	11.7
	"2008"	"2008"	"Florida"	"12"	"10-14 years"	"10-14"	148	1134890	13.0
	"2008"	"2008"	"Florida"	"12"	"15-19 years"	"15-19"	775	1241381	62.4
	"2008"	"2008"	"Florida"	"12"	"20-24 years"	"20-24"	1455	1207898	120.5
	"2008"	"2008"	"Florida"	"12"	"25-34 years"	"25-34"	2909	2250501	129.3
	"2008"	"2008"	"Florida"	"12"	"35-44 years"	"35-44"	5166	2513608	205.5
	"2008"	"2008"	"Florida"	"12"	"45-54 years"	"45-54"	12476	2674832	466.4
	"2008"	"2008"	"Florida"	"12"	"55-64 years"	"55-64"	19147	2217834	863.3
	"2008"	"2008"	"Florida"	"12"	"65-74 years"	"65-74"	27483	1632942	1683.0
	"2008"	"2008"	"Florida"	"12"	"75-84 years"	"75-84"	46128	1096681	4206.1
	"2008"	"2008"	"Florida"	"12"	"85+ years"	"85+"	52910	405381	13051.9
	"2008"	"2008"	"Florida"	"12"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Georgia"	"13"	"< 1 year"	"1"	1182	142686	828.4
	"2008"	"2008"	"Georgia"	"13"	"1-4 years"	"1-4"	170	557645	30.5
	"2008"	"2008"	"Georgia"	"13"	"5-9 years"	"5-9"	96	677476	14.2
	"2008"	"2008"	"Georgia"	"13"	"10-14 years"	"10-14"	120	678453	17.7
	"2008"	"2008"	"Georgia"	"13"	"15-19 years"	"15-19"	459	707536	64.9
	"2008"	"2008"	"Georgia"	"13"	"20-24 years"	"20-24"	720	664222	108.4
	"2008"	"2008"	"Georgia"	"13"	"25-34 years"	"25-34"	1552	1330542	116.6
	"2008"	"2008"	"Georgia"	"13"	"35-44 years"	"35-44"	2754	1428057	192.8
	"2008"	"2008"	"Georgia"	"13"	"45-54 years"	"45-54"	6416	1348621	475.7
	"2008"	"2008"	"Georgia"	"13"	"55-64 years"	"55-64"	10008	997267	1003.5
	"2008"	"2008"	"Georgia"	"13"	"65-74 years"	"65-74"	12535	561722	2231.5
	"2008"	"2008"	"Georgia"	"13"	"75-84 years"	"75-84"	16963	302576	5606.2
	"2008"	"2008"	"Georgia"	"13"	"85+ years"	"85+"	16662	108040	15422.1
	"2008"	"2008"	"Georgia"	"13"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Hawaii"	"15"	"< 1 year"	"1"	108	18536	582.6
	"2008"	"2008"	"Hawaii"	"15"	"1-4 years"	"1-4"	17	69318	24.5 (Unreliable)
	"2008"	"2008"	"Hawaii"	"15"	"5-9 years"	"5-9"	Suppressed	77674	Suppressed
	"2008"	"2008"	"Hawaii"	"15"	"10-14 years"	"10-14"	Suppressed	82836	Suppressed
	"2008"	"2008"	"Hawaii"	"15"	"15-19 years"	"15-19"	37	86803	42.6
	"2008"	"2008"	"Hawaii"	"15"	"20-24 years"	"20-24"	45	94464	47.6
	"2008"	"2008"	"Hawaii"	"15"	"25-34 years"	"25-34"	137	180269	76.0
	"2008"	"2008"	"Hawaii"	"15"	"35-44 years"	"35-44"	278	178527	155.7
	"2008"	"2008"	"Hawaii"	"15"	"45-54 years"	"45-54"	699	193822	360.6
	"2008"	"2008"	"Hawaii"	"15"	"55-64 years"	"55-64"	1144	165503	691.2
	"2008"	"2008"	"Hawaii"	"15"	"65-74 years"	"65-74"	1374	92378	1487.4
	"2008"	"2008"	"Hawaii"	"15"	"75-84 years"	"75-84"	2526	65191	3874.8
	"2008"	"2008"	"Hawaii"	"15"	"85+ years"	"85+"	3119	26892	11598.2
	"2008"	"2008"	"Hawaii"	"15"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2008"	"2008"	"Idaho"	"16"	"< 1 year"	"1"	149	24737	602.3
	"2008"	"2008"	"Idaho"	"16"	"1-4 years"	"1-4"	23	96835	23.8
	"2008"	"2008"	"Idaho"	"16"	"5-9 years"	"5-9"	16	117013	13.7 (Unreliable)
	"2008"	"2008"	"Idaho"	"16"	"10-14 years"	"10-14"	23	113774	20.2
	"2008"	"2008"	"Idaho"	"16"	"15-19 years"	"15-19"	78	116463	67.0
	"2008"	"2008"	"Idaho"	"16"	"20-24 years"	"20-24"	83	108852	76.3
	"2008"	"2008"	"Idaho"	"16"	"25-34 years"	"25-34"	181	204010	88.7
	"2008"	"2008"	"Idaho"	"16"	"35-44 years"	"35-44"	315	192756	163.4
	"2008"	"2008"	"Idaho"	"16"	"45-54 years"	"45-54"	726	208454	348.3
	"2008"	"2008"	"Idaho"	"16"	"55-64 years"	"55-64"	1239	168248	736.4
	"2008"	"2008"	"Idaho"	"16"	"65-74 years"	"65-74"	1809	101214	1787.3
	"2008"	"2008"	"Idaho"	"16"	"75-84 years"	"75-84"	2886	58280	4952.0
	"2008"	"2008"	"Idaho"	"16"	"85+ years"	"85+"	3434	23684	14499.2
	"2008"	"2008"	"Idaho"	"16"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2008"	"2008"	"Illinois"	"17"	"< 1 year"	"1"	1256	167968	747.8
	"2008"	"2008"	"Illinois"	"17"	"1-4 years"	"1-4"	174	679695	25.6
	"2008"	"2008"	"Illinois"	"17"	"5-9 years"	"5-9"	107	851542	12.6
	"2008"	"2008"	"Illinois"	"17"	"10-14 years"	"10-14"	123	892352	13.8
	"2008"	"2008"	"Illinois"	"17"	"15-19 years"	"15-19"	504	931065	54.1
	"2008"	"2008"	"Illinois"	"17"	"20-24 years"	"20-24"	795	876545	90.7
	"2008"	"2008"	"Illinois"	"17"	"25-34 years"	"25-34"	1682	1757471	95.7
	"2008"	"2008"	"Illinois"	"17"	"35-44 years"	"35-44"	2935	1779962	164.9
	"2008"	"2008"	"Illinois"	"17"	"45-54 years"	"45-54"	7566	1860587	406.6
	"2008"	"2008"	"Illinois"	"17"	"55-64 years"	"55-64"	11914	1380334	863.1
	"2008"	"2008"	"Illinois"	"17"	"65-74 years"	"65-74"	16575	811991	2041.3
	"2008"	"2008"	"Illinois"	"17"	"75-84 years"	"75-84"	27010	532428	5073.0
