"Notes"	"Year"	"Year Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Residence State"	"Residence State Code"	Deaths	Population	Crude Rate
	"2019"	"2019"	"20-24 years"	"20-24"	"Indiana"	"18"	485	472649	102.6
	"2019"	"2019"	"20-24 years"	"20-24"	"Iowa"	"19"	159	224211	70.9
	"2019"	"2019"	"20-24 years"	"20-24"	"Kansas"	"20"	170	212319	80.1
	"2019"	"2019"	"20-24 years"	"20-24"	"Kentucky"	"21"	295	297891	99.0
	"2019"	"2019"	"20-24 years"	"20-24"	"Louisiana"	"22"	385	303408	126.9
	"2019"	"2019"	"20-24 years"	"20-24"	"Maine"	"23"	62	74616	83.1
	"2019"	"2019"	"20-24 years"	"20-24"	"Maryland"	"24"	414	371115	111.6
	"2019"	"2019"	"20-24 years"	"20-24"	"Massachusetts"	"25"	280	485290	57.7
	"2019"	"2019"	"20-24 years"	"20-24"	"Michigan"	"26"	563	681766	82.6
	"2019"	"2019"	"20-24 years"	"20-24"	"Minnesota"	"27"	286	355929	80.4
	"2019"	"2019"	"20-24 years"	"20-24"	"Mississippi"	"28"	274	201517	136.0
	"2019"	"2019"	"20-24 years"	"20-24"	"Missouri"	"29"	509	404798	125.7
	"2019"	"2019"	"20-24 years"	"20-24"	"Montana"	"30"	71	71936	98.7
	"2019"	"2019"	"20-24 years"	"20-24"	"Nebraska"	"31"	95	135551	70.1
	"2019"	"2019"	"20-24 years"	"20-24"	"Nevada"	"32"	174	182587	95.3
	"2019"	"2019"	"20-24 years"	"20-24"	"New Hampshire"	"33"	88	87906	100.1
	"2019"	"2019"	"20-24 years"	"20-24"	"New Jersey"	"34"	375	540725	69.4
	"2019"	"2019"	"20-24 years"	"20-24"	"New Mexico"	"35"	196	140001	140.0
	"2019"	"2019"	"20-24 years"	"20-24"	"New York"	"36"	841	1269847	66.2
	"2019"	"2019"	"20-24 years"	"20-24"	"North Carolina"	"37"	715	698865	102.3
	"2019"	"2019"	"20-24 years"	"20-24"	"North Dakota"	"38"	39	62216	62.7
	"2019"	"2019"	"20-24 years"	"20-24"	"Ohio"	"39"	763	751457	101.5
	"2019"	"2019"	"20-24 years"	"20-24"	"Oklahoma"	"40"	257	274648	93.6
	"2019"	"2019"	"20-24 years"	"20-24"	"Oregon"	"41"	205	264104	77.6
	"2019"	"2019"	"20-24 years"	"20-24"	"Pennsylvania"	"42"	763	799230	95.5
	"2019"	"2019"	"20-24 years"	"20-24"	"Rhode Island"	"44"	44	75503	58.3
	"2019"	"2019"	"20-24 years"	"20-24"	"South Carolina"	"45"	423	330743	127.9
	"2019"	"2019"	"20-24 years"	"20-24"	"South Dakota"	"46"	60	58930	101.8
	"2019"	"2019"	"20-24 years"	"20-24"	"Tennessee"	"47"	552	444925	124.1
	"2019"	"2019"	"20-24 years"	"20-24"	"Texas"	"48"	1778	2002525	88.8
	"2019"	"2019"	"20-24 years"	"20-24"	"Utah"	"49"	180	264652	68.0
	"2019"	"2019"	"20-24 years"	"20-24"	"Vermont"	"50"	25	45430	55.0
	"2019"	"2019"	"20-24 years"	"20-24"	"Virginia"	"51"	460	571619	80.5
	"2019"	"2019"	"20-24 years"	"20-24"	"Washington"	"53"	357	481263	74.2
	"2019"	"2019"	"20-24 years"	"20-24"	"West Virginia"	"54"	131	110880	118.1
	"2019"	"2019"	"20-24 years"	"20-24"	"Wisconsin"	"55"	293	390572	75.0
	"2019"	"2019"	"20-24 years"	"20-24"	"Wyoming"	"56"	38	38083	99.8
"Total"	"2019"	"2019"	"20-24 years"	"20-24"			19513	21632940	90.2
	"2019"	"2019"	"25-29 years"	"25-29"	"Alabama"	"01"	498	338138	147.3
	"2019"	"2019"	"25-29 years"	"25-29"	"Alaska"	"02"	110	60427	182.0
	"2019"	"2019"	"25-29 years"	"25-29"	"Arizona"	"04"	726	525879	138.1
	"2019"	"2019"	"25-29 years"	"25-29"	"Arkansas"	"05"	236	205499	114.8
	"2019"	"2019"	"25-29 years"	"25-29"	"California"	"06"	2652	3094978	85.7
	"2019"	"2019"	"25-29 years"	"25-29"	"Colorado"	"08"	511	461160	110.8
	"2019"	"2019"	"25-29 years"	"25-29"	"Connecticut"	"09"	257	225457	114.0
	"2019"	"2019"	"25-29 years"	"25-29"	"Delaware"	"10"	111	65311	170.0
	"2019"	"2019"	"25-29 years"	"25-29"	"District of Columbia"	"11"	72	82514	87.3
	"2019"	"2019"	"25-29 years"	"25-29"	"Florida"	"12"	1807	1419816	127.3
	"2019"	"2019"	"25-29 years"	"25-29"	"Georgia"	"13"	872	771584	113.0
	"2019"	"2019"	"25-29 years"	"25-29"	"Hawaii"	"15"	77	101864	75.6
	"2019"	"2019"	"25-29 years"	"25-29"	"Idaho"	"16"	109	121631	89.6
	"2019"	"2019"	"25-29 years"	"25-29"	"Illinois"	"17"	1003	897230	111.8
	"2019"	"2019"	"25-29 years"	"25-29"	"Indiana"	"18"	644	464458	138.7
	"2019"	"2019"	"25-29 years"	"25-29"	"Iowa"	"19"	203	206055	98.5
	"2019"	"2019"	"25-29 years"	"25-29"	"Kansas"	"20"	230	196221	117.2
	"2019"	"2019"	"25-29 years"	"25-29"	"Kentucky"	"21"	416	309470	134.4
	"2019"	"2019"	"25-29 years"	"25-29"	"Louisiana"	"22"	486	335245	145.0
	"2019"	"2019"	"25-29 years"	"25-29"	"Maine"	"23"	100	81044	123.4
	"2019"	"2019"	"25-29 years"	"25-29"	"Maryland"	"24"	593	412144	143.9
	"2019"	"2019"	"25-29 years"	"25-29"	"Massachusetts"	"25"	531	504506	105.3
	"2019"	"2019"	"25-29 years"	"25-29"	"Michigan"	"26"	922	697811	132.1
	"2019"	"2019"	"25-29 years"	"25-29"	"Minnesota"	"27"	359	378787	94.8
	"2019"	"2019"	"25-29 years"	"25-29"	"Mississippi"	"28"	341	206989	164.7
	"2019"	"2019"	"25-29 years"	"25-29"	"Missouri"	"29"	618	425414	145.3
	"2019"	"2019"	"25-29 years"	"25-29"	"Montana"	"30"	74	71677	103.2
	"2019"	"2019"	"25-29 years"	"25-29"	"Nebraska"	"31"	123	129709	94.8
	"2019"	"2019"	"25-29 years"	"25-29"	"Nevada"	"32"	238	229367	103.8
	"2019"	"2019"	"25-29 years"	"25-29"	"New Hampshire"	"33"	110	87395	125.9
	"2019"	"2019"	"25-29 years"	"25-29"	"New Jersey"	"34"	703	579238	121.4
	"2019"	"2019"	"25-29 years"	"25-29"	"New Mexico"	"35"	302	145634	207.4
	"2019"	"2019"	"25-29 years"	"25-29"	"New York"	"36"	1235	1465003	84.3
	"2019"	"2019"	"25-29 years"	"25-29"	"North Carolina"	"37"	1025	733576	139.7
	"2019"	"2019"	"25-29 years"	"25-29"	"North Dakota"	"38"	57	60286	94.5
	"2019"	"2019"	"25-29 years"	"25-29"	"Ohio"	"39"	1241	801624	154.8
	"2019"	"2019"	"25-29 years"	"25-29"	"Oklahoma"	"40"	340	279982	121.4
	"2019"	"2019"	"25-29 years"	"25-29"	"Oregon"	"41"	262	304531	86.0
	"2019"	"2019"	"25-29 years"	"25-29"	"Pennsylvania"	"42"	1199	861372	139.2
	"2019"	"2019"	"25-29 years"	"25-29"	"Rhode Island"	"44"	64	75743	84.5
	"2019"	"2019"	"25-29 years"	"25-29"	"South Carolina"	"45"	527	353271	149.2
	"2019"	"2019"	"25-29 years"	"25-29"	"South Dakota"	"46"	73	57986	125.9
	"2019"	"2019"	"25-29 years"	"25-29"	"Tennessee"	"47"	739	497286	148.6
	"2019"	"2019"	"25-29 years"	"25-29"	"Texas"	"48"	2085	2172297	96.0
	"2019"	"2019"	"25-29 years"	"25-29"	"Utah"	"49"	232	251376	92.3
	"2019"	"2019"	"25-29 years"	"25-29"	"Vermont"	"50"	45	37956	118.6
	"2019"	"2019"	"25-29 years"	"25-29"	"Virginia"	"51"	647	601926	107.5
	"2019"	"2019"	"25-29 years"	"25-29"	"Washington"	"53"	500	592596	84.4
	"2019"	"2019"	"25-29 years"	"25-29"	"West Virginia"	"54"	224	111868	200.2
	"2019"	"2019"	"25-29 years"	"25-29"	"Wisconsin"	"55"	396	379644	104.3
	"2019"	"2019"	"25-29 years"	"25-29"	"Wyoming"	"56"	44	38041	115.7
"Total"	"2019"	"2019"	"25-29 years"	"25-29"			26969	23509016	114.7
	"2019"	"2019"	"30-34 years"	"30-34"	"Alabama"	"01"	660	309091	213.5
	"2019"	"2019"	"30-34 years"	"30-34"	"Alaska"	"02"	117	57161	204.7
	"2019"	"2019"	"30-34 years"	"30-34"	"Arizona"	"04"	784	481214	162.9
	"2019"	"2019"	"30-34 years"	"30-34"	"Arkansas"	"05"	335	191369	175.1
	"2019"	"2019"	"30-34 years"	"30-34"	"California"	"06"	3072	2957974	103.9
	"2019"	"2019"	"30-34 years"	"30-34"	"Colorado"	"08"	586	452194	129.6
	"2019"	"2019"	"30-34 years"	"30-34"	"Connecticut"	"09"	344	222572	154.6
	"2019"	"2019"	"30-34 years"	"30-34"	"Delaware"	"10"	143	63769	224.2
	"2019"	"2019"	"30-34 years"	"30-34"	"District of Columbia"	"11"	73	82027	89.0
	"2019"	"2019"	"30-34 years"	"30-34"	"Florida"	"12"	2284	1379606	165.6
	"2019"	"2019"	"30-34 years"	"30-34"	"Georgia"	"13"	1039	721677	144.0
	"2019"	"2019"	"30-34 years"	"30-34"	"Hawaii"	"15"	110	98131	112.1
	"2019"	"2019"	"30-34 years"	"30-34"	"Idaho"	"16"	117	114859	101.9
	"2019"	"2019"	"30-34 years"	"30-34"	"Illinois"	"17"	1135	860866	131.8
	"2019"	"2019"	"30-34 years"	"30-34"	"Indiana"	"18"	773	426229	181.4
	"2019"	"2019"	"30-34 years"	"30-34"	"Iowa"	"19"	225	192095	117.1
	"2019"	"2019"	"30-34 years"	"30-34"	"Kansas"	"20"	265	186701	141.9
	"2019"	"2019"	"30-34 years"	"30-34"	"Kentucky"	"21"	579	277910	208.3
	"2019"	"2019"	"30-34 years"	"30-34"	"Louisiana"	"22"	635	322982	196.6
	"2019"	"2019"	"30-34 years"	"30-34"	"Maine"	"23"	148	81764	181.0
	"2019"	"2019"	"30-34 years"	"30-34"	"Maryland"	"24"	778	417105	186.5
	"2019"	"2019"	"30-34 years"	"30-34"	"Massachusetts"	"25"	637	489948	130.0
	"2019"	"2019"	"30-34 years"	"30-34"	"Michigan"	"26"	1054	613803	171.7
	"2019"	"2019"	"30-34 years"	"30-34"	"Minnesota"	"27"	385	383829	100.3
	"2019"	"2019"	"30-34 years"	"30-34"	"Mississippi"	"28"	384	186758	205.6
	"2019"	"2019"	"30-34 years"	"30-34"	"Missouri"	"29"	729	400473	182.0
	"2019"	"2019"	"30-34 years"	"30-34"	"Montana"	"30"	114	66709	170.9
	"2019"	"2019"	"30-34 years"	"30-34"	"Nebraska"	"31"	133	125629	105.9
	"2019"	"2019"	"30-34 years"	"30-34"	"Nevada"	"32"	266	223749	118.9
	"2019"	"2019"	"30-34 years"	"30-34"	"New Hampshire"	"33"	151	85421	176.8
	"2019"	"2019"	"30-34 years"	"30-34"	"New Jersey"	"34"	826	573040	144.1
	"2019"	"2019"	"30-34 years"	"30-34"	"New Mexico"	"35"	358	138453	258.6
	"2019"	"2019"	"30-34 years"	"30-34"	"New York"	"36"	1497	1402648	106.7
	"2019"	"2019"	"30-34 years"	"30-34"	"North Carolina"	"37"	1118	682493	163.8
	"2019"	"2019"	"30-34 years"	"30-34"	"North Dakota"	"38"	93	54285	171.3
	"2019"	"2019"	"30-34 years"	"30-34"	"Ohio"	"39"	1418	752754	188.4
	"2019"	"2019"	"30-34 years"	"30-34"	"Oklahoma"	"40"	441	263611	167.3
	"2019"	"2019"	"30-34 years"	"30-34"	"Oregon"	"41"	330	299753	110.1
	"2019"	"2019"	"30-34 years"	"30-34"	"Pennsylvania"	"42"	1429	847764	168.6
	"2019"	"2019"	"30-34 years"	"30-34"	"Rhode Island"	"44"	100	72470	138.0
	"2019"	"2019"	"30-34 years"	"30-34"	"South Carolina"	"45"	600	329583	182.0
	"2019"	"2019"	"30-34 years"	"30-34"	"South Dakota"	"46"	92	57078	161.2
	"2019"	"2019"	"30-34 years"	"30-34"	"Tennessee"	"47"	918	452370	202.9
	"2019"	"2019"	"30-34 years"	"30-34"	"Texas"	"48"	2451	2104466	116.5
	"2019"	"2019"	"30-34 years"	"30-34"	"Utah"	"49"	279	220430	126.6
	"2019"	"2019"	"30-34 years"	"30-34"	"Vermont"	"50"	69	36452	189.3
	"2019"	"2019"	"30-34 years"	"30-34"	"Virginia"	"51"	712	588455	121.0
	"2019"	"2019"	"30-34 years"	"30-34"	"Washington"	"53"	595	579479	102.7
	"2019"	"2019"	"30-34 years"	"30-34"	"West Virginia"	"54"	294	102136	287.9
	"2019"	"2019"	"30-34 years"	"30-34"	"Wisconsin"	"55"	469	361578	129.7
	"2019"	"2019"	"30-34 years"	"30-34"	"Wyoming"	"56"	65	38392	169.3
"Total"	"2019"	"2019"	"30-34 years"	"30-34"			32209	22431305	143.6
	"2019"	"2019"	"35-39 years"	"35-39"	"Alabama"	"01"	809	304145	266.0
	"2019"	"2019"	"35-39 years"	"35-39"	"Alaska"	"02"	128	52421	244.2
	"2019"	"2019"	"35-39 years"	"35-39"	"Arizona"	"04"	936	466981	200.4
	"2019"	"2019"	"35-39 years"	"35-39"	"Arkansas"	"05"	433	192156	225.3
	"2019"	"2019"	"35-39 years"	"35-39"	"California"	"06"	3596	2780574	129.3
	"2019"	"2019"	"35-39 years"	"35-39"	"Colorado"	"08"	678	425517	159.3
	"2019"	"2019"	"35-39 years"	"35-39"	"Connecticut"	"09"	375	219855	170.6
	"2019"	"2019"	"35-39 years"	"35-39"	"Delaware"	"10"	166	59374	279.6
	"2019"	"2019"	"35-39 years"	"35-39"	"District of Columbia"	"11"	99	63808	155.2
	"2019"	"2019"	"35-39 years"	"35-39"	"Florida"	"12"	2620	1336741	196.0
	"2019"	"2019"	"35-39 years"	"35-39"	"Georgia"	"13"	1299	709018	183.2
	"2019"	"2019"	"35-39 years"	"35-39"	"Hawaii"	"15"	156	96871	161.0
	"2019"	"2019"	"35-39 years"	"35-39"	"Idaho"	"16"	170	118233	143.8
	"2019"	"2019"	"35-39 years"	"35-39"	"Illinois"	"17"	1394	849955	164.0
	"2019"	"2019"	"35-39 years"	"35-39"	"Indiana"	"18"	872	427265	204.1
	"2019"	"2019"	"35-39 years"	"35-39"	"Iowa"	"19"	297	202273	146.8
	"2019"	"2019"	"35-39 years"	"35-39"	"Kansas"	"20"	300	191430	156.7
	"2019"	"2019"	"35-39 years"	"35-39"	"Kentucky"	"21"	743	280548	264.8
	"2019"	"2019"	"35-39 years"	"35-39"	"Louisiana"	"22"	832	315125	264.0
	"2019"	"2019"	"35-39 years"	"35-39"	"Maine"	"23"	169	79165	213.5
	"2019"	"2019"	"35-39 years"	"35-39"	"Maryland"	"24"	840	410528	204.6
	"2019"	"2019"	"35-39 years"	"35-39"	"Massachusetts"	"25"	681	444801	153.1
	"2019"	"2019"	"35-39 years"	"35-39"	"Michigan"	"26"	1137	599328	189.7
	"2019"	"2019"	"35-39 years"	"35-39"	"Minnesota"	"27"	486	388815	125.0
	"2019"	"2019"	"35-39 years"	"35-39"	"Mississippi"	"28"	536	189068	283.5
	"2019"	"2019"	"35-39 years"	"35-39"	"Missouri"	"29"	905	397045	227.9
	"2019"	"2019"	"35-39 years"	"35-39"	"Montana"	"30"	122	68697	177.6
	"2019"	"2019"	"35-39 years"	"35-39"	"Nebraska"	"31"	188	130004	144.6
	"2019"	"2019"	"35-39 years"	"35-39"	"Nevada"	"32"	355	215201	165.0
	"2019"	"2019"	"35-39 years"	"35-39"	"New Hampshire"	"33"	173	81390	212.6
	"2019"	"2019"	"35-39 years"	"35-39"	"New Jersey"	"34"	941	580139	162.2
	"2019"	"2019"	"35-39 years"	"35-39"	"New Mexico"	"35"	428	135544	315.8
	"2019"	"2019"	"35-39 years"	"35-39"	"New York"	"36"	1694	1271005	133.3
	"2019"	"2019"	"35-39 years"	"35-39"	"North Carolina"	"37"	1315	662260	198.6
	"2019"	"2019"	"35-39 years"	"35-39"	"North Dakota"	"38"	95	50829	186.9
	"2019"	"2019"	"35-39 years"	"35-39"	"Ohio"	"39"	1730	724341	238.8
	"2019"	"2019"	"35-39 years"	"35-39"	"Oklahoma"	"40"	588	264742	222.1
	"2019"	"2019"	"35-39 years"	"35-39"	"Oregon"	"41"	415	297541	139.5
	"2019"	"2019"	"35-39 years"	"35-39"	"Pennsylvania"	"42"	1649	791515	208.3
	"2019"	"2019"	"35-39 years"	"35-39"	"Rhode Island"	"44"	117	66258	176.6
	"2019"	"2019"	"35-39 years"	"35-39"	"South Carolina"	"45"	779	319990	243.4
	"2019"	"2019"	"35-39 years"	"35-39"	"South Dakota"	"46"	113	56899	198.6
	"2019"	"2019"	"35-39 years"	"35-39"	"Tennessee"	"47"	1056	435528	242.5
	"2019"	"2019"	"35-39 years"	"35-39"	"Texas"	"48"	3137	2064852	151.9
	"2019"	"2019"	"35-39 years"	"35-39"	"Utah"	"49"	364	231242	157.4
	"2019"	"2019"	"35-39 years"	"35-39"	"Vermont"	"50"	62	37019	167.5
	"2019"	"2019"	"35-39 years"	"35-39"	"Virginia"	"51"	927	581713	159.4
	"2019"	"2019"	"35-39 years"	"35-39"	"Washington"	"53"	686	550110	124.7
	"2019"	"2019"	"35-39 years"	"35-39"	"West Virginia"	"54"	365	106413	343.0
	"2019"	"2019"	"35-39 years"	"35-39"	"Wisconsin"	"55"	609	373501	163.1
	"2019"	"2019"	"35-39 years"	"35-39"	"Wyoming"	"56"	73	39748	183.7
"Total"	"2019"	"2019"	"35-39 years"	"35-39"			38638	21737521	177.7
	"2019"	"2019"	"40-44 years"	"40-44"	"Alabama"	"01"	985	289161	340.6
	"2019"	"2019"	"40-44 years"	"40-44"	"Alaska"	"02"	114	43344	263.0
	"2019"	"2019"	"40-44 years"	"40-44"	"Arizona"	"04"	993	429046	231.4
	"2019"	"2019"	"40-44 years"	"40-44"	"Arkansas"	"05"	566	178107	317.8
	"2019"	"2019"	"40-44 years"	"40-44"	"California"	"06"	4154	2501526	166.1
	"2019"	"2019"	"40-44 years"	"40-44"	"Colorado"	"08"	703	372554	188.7
	"2019"	"2019"	"40-44 years"	"40-44"	"Connecticut"	"09"	412	207286	198.8
	"2019"	"2019"	"40-44 years"	"40-44"	"Delaware"	"10"	149	53727	277.3
	"2019"	"2019"	"40-44 years"	"40-44"	"District of Columbia"	"11"	105	45161	232.5
	"2019"	"2019"	"40-44 years"	"40-44"	"Florida"	"12"	2982	1263790	236.0
	"2019"	"2019"	"40-44 years"	"40-44"	"Georgia"	"13"	1613	671936	240.1
	"2019"	"2019"	"40-44 years"	"40-44"	"Hawaii"	"15"	171	84932	201.3
	"2019"	"2019"	"40-44 years"	"40-44"	"Idaho"	"16"	202	108939	185.4
	"2019"	"2019"	"40-44 years"	"40-44"	"Illinois"	"17"	1648	787180	209.4
	"2019"	"2019"	"40-44 years"	"40-44"	"Indiana"	"18"	1068	401694	265.9
	"2019"	"2019"	"40-44 years"	"40-44"	"Iowa"	"19"	341	182942	186.4
	"2019"	"2019"	"40-44 years"	"40-44"	"Kansas"	"20"	392	169599	231.1
	"2019"	"2019"	"40-44 years"	"40-44"	"Kentucky"	"21"	905	270405	334.7
	"2019"	"2019"	"40-44 years"	"40-44"	"Louisiana"	"22"	901	274729	328.0
	"2019"	"2019"	"40-44 years"	"40-44"	"Maine"	"23"	195	74910	260.3
	"2019"	"2019"	"40-44 years"	"40-44"	"Maryland"	"24"	821	371685	220.9
	"2019"	"2019"	"40-44 years"	"40-44"	"Massachusetts"	"25"	790	403572	195.8
	"2019"	"2019"	"40-44 years"	"40-44"	"Michigan"	"26"	1371	566844	241.9
	"2019"	"2019"	"40-44 years"	"40-44"	"Minnesota"	"27"	564	336762	167.5
	"2019"	"2019"	"40-44 years"	"40-44"	"Mississippi"	"28"	651	176686	368.5
	"2019"	"2019"	"40-44 years"	"40-44"	"Missouri"	"29"	992	356694	278.1
	"2019"	"2019"	"40-44 years"	"40-44"	"Montana"	"30"	176	61098	288.1
	"2019"	"2019"	"40-44 years"	"40-44"	"Nebraska"	"31"	196	113135	173.2
	"2019"	"2019"	"40-44 years"	"40-44"	"Nevada"	"32"	410	195304	209.9
	"2019"	"2019"	"40-44 years"	"40-44"	"New Hampshire"	"33"	154	75110	205.0
	"2019"	"2019"	"40-44 years"	"40-44"	"New Jersey"	"34"	1035	557554	185.6
	"2019"	"2019"	"40-44 years"	"40-44"	"New Mexico"	"35"	442	119302	370.5
	"2019"	"2019"	"40-44 years"	"40-44"	"New York"	"36"	2044	1158956	176.4
	"2019"	"2019"	"40-44 years"	"40-44"	"North Carolina"	"37"	1512	641167	235.8
	"2019"	"2019"	"40-44 years"	"40-44"	"North Dakota"	"38"	94	41747	225.2
	"2019"	"2019"	"40-44 years"	"40-44"	"Ohio"	"39"	1914	673467	284.2
	"2019"	"2019"	"40-44 years"	"40-44"	"Oklahoma"	"40"	730	233131	313.1
	"2019"	"2019"	"40-44 years"	"40-44"	"Oregon"	"41"	475	271171	175.2
	"2019"	"2019"	"40-44 years"	"40-44"	"Pennsylvania"	"42"	1669	722224	231.1
	"2019"	"2019"	"40-44 years"	"40-44"	"Rhode Island"	"44"	133	59077	225.1
	"2019"	"2019"	"40-44 years"	"40-44"	"South Carolina"	"45"	898	300514	298.8
	"2019"	"2019"	"40-44 years"	"40-44"	"South Dakota"	"46"	123	48965	251.2
	"2019"	"2019"	"40-44 years"	"40-44"	"Tennessee"	"47"	1307	412130	317.1
	"2019"	"2019"	"40-44 years"	"40-44"	"Texas"	"48"	3752	1877587	199.8
	"2019"	"2019"	"40-44 years"	"40-44"	"Utah"	"49"	402	212211	189.4
	"2019"	"2019"	"40-44 years"	"40-44"	"Vermont"	"50"	73	34248	213.2
	"2019"	"2019"	"40-44 years"	"40-44"	"Virginia"	"51"	973	530783	183.3
	"2019"	"2019"	"40-44 years"	"40-44"	"Washington"	"53"	826	478031	172.8
	"2019"	"2019"	"40-44 years"	"40-44"	"West Virginia"	"54"	451	107389	420.0
	"2019"	"2019"	"40-44 years"	"40-44"	"Wisconsin"	"55"	672	339574	197.9
	"2019"	"2019"	"40-44 years"	"40-44"	"Wyoming"	"56"	99	34537	286.6
"Total"	"2019"	"2019"	"40-44 years"	"40-44"			44348	19921623	222.6
	"2019"	"2019"	"45-49 years"	"45-49"	"Alabama"	"01"	1419	308951	459.3
	"2019"	"2019"	"45-49 years"	"45-49"	"Alaska"	"02"	131	42303	309.7
	"2019"	"2019"	"45-49 years"	"45-49"	"Arizona"	"04"	1374	433343	317.1
	"2019"	"2019"	"45-49 years"	"45-49"	"Arkansas"	"05"	760	182264	417.0
	"2019"	"2019"	"45-49 years"	"45-49"	"California"	"06"	6030	2515419	239.7
	"2019"	"2019"	"45-49 years"	"45-49"	"Colorado"	"08"	960	365235	262.8
	"2019"	"2019"	"45-49 years"	"45-49"	"Connecticut"	"09"	569	225494	252.3
	"2019"	"2019"	"45-49 years"	"45-49"	"Delaware"	"10"	211	56685	372.2
	"2019"	"2019"	"45-49 years"	"45-49"	"District of Columbia"	"11"	146	38462	379.6
	"2019"	"2019"	"45-49 years"	"45-49"	"Florida"	"12"	4224	1340417	315.1
	"2019"	"2019"	"45-49 years"	"45-49"	"Georgia"	"13"	2355	712696	330.4
	"2019"	"2019"	"45-49 years"	"45-49"	"Hawaii"	"15"	259	84135	307.8
	"2019"	"2019"	"45-49 years"	"45-49"	"Idaho"	"16"	273	102792	265.6
	"2019"	"2019"	"45-49 years"	"45-49"	"Illinois"	"17"	2429	799928	303.7
	"2019"	"2019"	"45-49 years"	"45-49"	"Indiana"	"18"	1543	413889	372.8
	"2019"	"2019"	"45-49 years"	"45-49"	"Iowa"	"19"	540	178216	303.0
	"2019"	"2019"	"45-49 years"	"45-49"	"Kansas"	"20"	497	164064	302.9
	"2019"	"2019"	"45-49 years"	"45-49"	"Kentucky"	"21"	1276	280688	454.6
	"2019"	"2019"	"45-49 years"	"45-49"	"Louisiana"	"22"	1160	269497	430.4
	"2019"	"2019"	"45-49 years"	"45-49"	"Maine"	"23"	284	83308	340.9
	"2019"	"2019"	"45-49 years"	"45-49"	"Maryland"	"24"	1171	385774	303.5
	"2019"	"2019"	"45-49 years"	"45-49"	"Massachusetts"	"25"	1081	429056	251.9
	"2019"	"2019"	"45-49 years"	"45-49"	"Michigan"	"26"	1967	612531	321.1
	"2019"	"2019"	"45-49 years"	"45-49"	"Minnesota"	"27"	800	328843	243.3
	"2019"	"2019"	"45-49 years"	"45-49"	"Mississippi"	"28"	937	181833	515.3
	"2019"	"2019"	"45-49 years"	"45-49"	"Missouri"	"29"	1337	363465	367.8
	"2019"	"2019"	"45-49 years"	"45-49"	"Montana"	"30"	188	58389	322.0
	"2019"	"2019"	"45-49 years"	"45-49"	"Nebraska"	"31"	336	108702	309.1
	"2019"	"2019"	"45-49 years"	"45-49"	"Nevada"	"32"	719	200161	359.2
	"2019"	"2019"	"45-49 years"	"45-49"	"New Hampshire"	"33"	231	86223	267.9
	"2019"	"2019"	"45-49 years"	"45-49"	"New Jersey"	"34"	1545	584884	264.2
	"2019"	"2019"	"45-49 years"	"45-49"	"New Mexico"	"35"	572	117382	487.3
	"2019"	"2019"	"45-49 years"	"45-49"	"New York"	"36"	2916	1196751	243.7
	"2019"	"2019"	"45-49 years"	"45-49"	"North Carolina"	"37"	2286	688599	332.0
	"2019"	"2019"	"45-49 years"	"45-49"	"North Dakota"	"38"	132	38692	341.2
	"2019"	"2019"	"45-49 years"	"45-49"	"Ohio"	"39"	2698	713719	378.0
	"2019"	"2019"	"45-49 years"	"45-49"	"Oklahoma"	"40"	1011	230394	438.8
	"2019"	"2019"	"45-49 years"	"45-49"	"Oregon"	"41"	708	261878	270.4
	"2019"	"2019"	"45-49 years"	"45-49"	"Pennsylvania"	"42"	2507	773596	324.1
	"2019"	"2019"	"45-49 years"	"45-49"	"Rhode Island"	"44"	188	63926	294.1
	"2019"	"2019"	"45-49 years"	"45-49"	"South Carolina"	"45"	1338	318195	420.5
	"2019"	"2019"	"45-49 years"	"45-49"	"South Dakota"	"46"	179	46641	383.8
	"2019"	"2019"	"45-49 years"	"45-49"	"Tennessee"	"47"	2052	437995	468.5
	"2019"	"2019"	"45-49 years"	"45-49"	"Texas"	"48"	5524	1853407	298.0
	"2019"	"2019"	"45-49 years"	"45-49"	"Utah"	"49"	386	176934	218.2
	"2019"	"2019"	"45-49 years"	"45-49"	"Vermont"	"50"	94	37335	251.8
	"2019"	"2019"	"45-49 years"	"45-49"	"Virginia"	"51"	1498	547506	273.6
	"2019"	"2019"	"45-49 years"	"45-49"	"Washington"	"53"	1216	467553	260.1
	"2019"	"2019"	"45-49 years"	"45-49"	"West Virginia"	"54"	589	114165	515.9
	"2019"	"2019"	"45-49 years"	"45-49"	"Wisconsin"	"55"	976	342984	284.6
	"2019"	"2019"	"45-49 years"	"45-49"	"Wyoming"	"56"	117	32452	360.5
"Total"	"2019"	"2019"	"45-49 years"	"45-49"			63739	20397751	312.5
	"2019"	"2019"	"50-54 years"	"50-54"	"Alabama"	"01"	2028	307665	659.2
	"2019"	"2019"	"50-54 years"	"50-54"	"Alaska"	"02"	204	42827	476.3
	"2019"	"2019"	"50-54 years"	"50-54"	"Arizona"	"04"	2015	418747	481.2
	"2019"	"2019"	"50-54 years"	"50-54"	"Arkansas"	"05"	1192	179318	664.7
	"2019"	"2019"	"50-54 years"	"50-54"	"California"	"06"	9113	2464326	369.8
	"2019"	"2019"	"50-54 years"	"50-54"	"Colorado"	"08"	1323	340915	388.1
	"2019"	"2019"	"50-54 years"	"50-54"	"Connecticut"	"09"	966	251411	384.2
